Probe,GSM1402321,GSM1402322,GSM1402323,GSM1402324,GSM1402325,GSM1402326,GSM1402327,GSM1402328,GSM1402329,GSM1402330,GSM1402331,GSM1402332,GSM1402333,GSM1402334,GSM1402335,GSM1402336,GSM1402337,GSM1402338,GSM1402339,GSM1402340,GSM1402341,GSM1402342,GSM1402343,GSM1402344,GSM1402345,GSM1402346,GSM1402347,GSM1402348,GSM1402349,GSM1402350,GSM1402351,GSM1402352,GSM1402353,GSM1402354,GSM1402355,GSM1402356,GSM1402357,GSM1402358,GSM1402359,GSM1402360,GSM1402361,GSM1402362,GSM1402363,GSM1402364,GSM1402365,GSM1402366,GSM1402367,GSM1402368,GSM1402369,GSM1402370,GSM1402371,GSM1402372,GSM1402373,GSM1402374,GSM1402375,GSM1402376,GSM1402377,GSM1402378,GSM1402379,GSM1402380,GSM1402381,GSM1402382,GSM1402383,GSM1402384,GSM1402385,GSM1402386,GSM1402387,GSM1402388,GSM1402389,GSM1402390,GSM1402391,GSM1402392,GSM1402393,GSM1402394,GSM1402395,GSM1402396,GSM1402397,GSM1402398,GSM1402399,GSM1402400,GSM1402401,GSM1402402,GSM1402403,GSM1402404,GSM1402405,GSM1402406,GSM1402407,GSM1402408,GSM1402409,GSM1402410,GSM1402411,GSM1402412,GSM1402413,GSM1402414,GSM1402415,GSM1402416,GSM1402417,GSM1402418,GSM1402419,GSM1402420,GSM1402421,GSM1402422,GSM1402423,GSM1402424,GSM1402425,GSM1402426,GSM1402427,GSM1402428,GSM1402429,GSM1402430,GSM1402431,GSM1402432,GSM1402433,GSM1402434,GSM1402435
Random_progesterone_124_0055,-3.033973629,2.021034918,5.51375694,3.268142305,4.564021839,1.85248138,5.093584149,-13.01313068,-2.580766337,-0.279595134,-3.787198985,-1.143860625,-0.601233038,6.609436661,-1.415770323,2.639279137,6.201180453,-4.508985383,0.271696437,0.608986215,-4.23664045,6.520274893,-2.074627447,-0.203002107,2.598993292,1.224587729,0.284289259,-3.831255094,-0.392265983,-1.201465006,-3.781987053,-2.977883427,-4.030074462,-2.847409415,3.089780101,1.668436559,-3.980987946,-2.775736708,6.852774277,-0.062214293,3.103892482,1.20557208,-1.174919563,-3.454359782,0.059115965,0.959094279,4.883292171,3.556135946,-1.725848573,-0.591310373,3.297470677,-1.389551759,-0.820780834,-4.296277647,-3.486381435,-7.022379031,-2.185779167,1.120775167,4.92893306,1.256739613,-2.986580551,5.755614744,-2.76910948,3.519077962,0.821617636,3.444365524,1.210479681,-5.44120106,-0.964744677,4.180166004,-0.288210254,6.518646775,3.112806225,-1.021967175,-6.456488388,-4.130468328,-8.725101158,-3.986154125,-0.589484173,-4.846962488,2.454441763,-0.045168546,-3.208628115,0.720455642,3.386880035,-6.530288198,-9.277430885,-0.92921196,3.416807841,-5.390719904,-1.069980181,5.064076642,-4.732699312,-2.227883933,1.199893334,-8.193296077,1.452604815,-0.386839323,-2.410551226,3.436575329,-5.040683164,3.042558928,2.743589491,0.638847748,-0.419731804,-7.361518779,4.696779349,0.083173693,0.786746092,-2.712322421,-1.595771148,6.297261605,-1.783600601,-9.573364838,0.610161162
Random_progesterone_124_0056,-3.013199231,2.174684007,5.375407442,2.968066731,4.820290125,1.934225757,5.17578349,-12.50010103,-2.648238951,-0.265095947,-3.710304936,-1.055469252,-0.465210579,6.846759124,-1.370797724,3.075739672,6.258798716,-4.769685851,0.202434269,1.010799036,-4.181110961,6.763435099,-2.043770589,0.139226248,2.28617818,1.190534465,0.475289621,-3.728105131,-0.33133193,-0.979635022,-3.895529496,-3.025653056,-3.871199973,-2.741753857,2.999134452,1.605813754,-4.218161673,-3.105244399,6.98412779,0.023416921,3.145891753,1.370280214,-1.173720918,-3.612521002,0.331544667,1.181578385,5.04185858,3.12367788,-1.524529583,-0.665614629,3.611849394,-1.295261636,-0.722273214,-4.490673716,-3.360957602,-7.208523787,-1.762149974,1.103676301,4.964564826,1.173054444,-3.173845914,5.91090881,-2.999613136,3.606451306,0.964942489,3.254375569,1.586013667,-5.540438563,-0.882784709,4.355834218,0.187254467,6.425388514,3.126874915,-1.113678156,-6.984754601,-4.560709634,-8.789837948,-3.95995383,-0.366785826,-5.124660908,2.233273148,0.05920382,-3.154055881,0.910939247,3.47171065,-6.785401232,-9.043309665,-0.674352546,3.465130219,-5.565576027,-1.272642852,5.465199749,-4.687569974,-2.162296049,1.371536186,-8.309987851,1.786926418,-0.507305146,-1.915230136,3.462024198,-5.145909463,2.815065677,2.665899583,0.807928021,-0.645018536,-7.294360542,4.618243862,0.107084379,0.884349081,-2.729532812,-1.496809248,5.969667869,-1.800541478,-9.666794889,0.623580868
Random_progesterone_124_0057,-3.190547937,1.704564968,5.246042846,2.549716572,4.334234794,2.206523721,4.798625383,-13.00844513,-2.413582961,-0.225901127,-3.580528841,-1.004980817,-0.424569714,6.314985285,-1.214029137,2.727914311,6.308289423,-4.136645398,0.244071814,0.553325248,-4.15852988,6.483843313,-1.805341354,-0.369075424,2.056765313,1.227832586,0.507196504,-3.604081905,-0.964771551,-0.885400288,-3.601775169,-2.98092147,-3.801227919,-3.070496229,3.066474147,1.746500459,-4.19580643,-2.983041376,6.785338265,0.179056083,2.694120589,1.437672866,-0.860653165,-3.155578166,-0.619996623,0.985557649,4.708565779,2.845112056,-1.685015527,-0.961332208,2.88092132,-1.095106648,-0.466809645,-4.153050845,-3.588587496,-6.885443093,-2.242093914,1.209556457,4.631028137,1.149046468,-2.88828015,5.489033219,-2.892803445,3.112913196,1.13646005,3.178567508,1.786878717,-5.326257699,-1.273448572,4.03047261,-0.33319883,6.305245098,2.737071945,-1.131576578,-6.755192027,-4.141035798,-9.101476533,-3.844044074,-0.221435889,-5.150861147,1.829309553,0.247859733,-3.184094947,0.587166792,3.063676885,-6.510324628,-8.972363402,-0.344558515,3.120727929,-5.430209133,-1.578174119,5.068121445,-5.056010217,-2.656477534,0.91729846,-8.108907949,1.239526288,-0.141698067,-2.289083728,3.494434897,-4.853164599,2.715775933,2.268228304,0.939651302,-0.29714944,-7.417508052,4.124844119,0.235810124,0.601196028,-2.421346477,-1.944484906,5.819280137,-1.681210788,-9.429922438,0.761971637
Random_progesterone_124_0058,-3.572866135,2.300152529,5.53171874,3.202123125,4.850265244,2.224829884,5.144834474,-12.67481667,-2.638384519,-0.444457244,-3.920459235,-1.26775043,-0.516316889,6.867118014,-1.599262842,2.431711068,6.273098104,-4.671169388,0.166256714,0.520635477,-4.565074798,6.946318004,-2.261212056,-0.135234576,2.584363018,0.832755398,-0.022446297,-3.91977119,-0.795009621,-1.098667957,-3.696617264,-3.265585449,-4.230239434,-2.678409032,3.102500835,1.40607632,-3.688935901,-3.058654263,7.080562367,-0.126282877,3.309983963,1.06084964,-1.340817439,-3.676878331,0.233849009,1.072316631,5.18689753,3.594824098,-1.860390479,-0.226091101,3.52978767,-1.439521515,-0.901640453,-4.477798022,-3.488284992,-6.790540421,-2.335161146,1.223069436,5.263987274,1.159020918,-3.008725659,6.004607752,-2.637491934,4.010047703,0.583008939,3.570152087,1.505502164,-5.822023745,-0.958895982,4.19729004,-0.269594644,6.92947059,3.409017929,-0.895232674,-6.615655857,-4.357162133,-9.062919293,-3.71399542,-0.472551817,-4.936031841,2.731442574,0.066776517,-2.827007525,0.669479092,3.838918917,-6.453132883,-9.430328789,-1.051536817,3.672387278,-5.582696736,-0.876598442,5.146080313,-4.588750247,-2.388580849,1.097571976,-8.081226915,1.47060328,-0.505516602,-2.467802456,3.280425687,-4.864658834,2.848001917,3.029861048,0.613179413,-0.818888737,-7.438286103,5.188002932,0.088287778,0.903754379,-2.989005982,-1.205889459,6.614655542,-1.84156916,-9.433231178,0.690953898
Random_progesterone_124_0059,-3.193056668,2.453478532,5.742552636,3.679602959,5.084582185,2.0050535,5.379303952,-12.89487275,-2.685651343,-0.613565869,-3.988773859,-1.462914084,-0.784559659,7.050178998,-1.645620208,2.917813642,6.415591192,-4.498218052,-0.15006425,0.956990613,-4.31454356,7.155936443,-2.386161654,0.088740752,2.798113467,0.920296344,0.338387384,-3.976994607,-0.559901696,-1.258295962,-3.970651808,-3.309359482,-4.410948852,-2.759675018,2.913584529,1.39112484,-4.040295634,-2.888549164,7.310678677,-0.062464158,3.794457281,1.140211953,-1.332612413,-3.467397543,0.42335236,1.314935444,5.342219016,3.770229776,-1.780841427,-0.247013272,3.609575234,-1.515905727,-1.124650775,-4.139994776,-3.609727304,-7.171257058,-1.973525349,0.893311172,5.569668861,1.400934601,-3.168625119,6.264221264,-2.815639502,3.985207921,0.697894444,3.245984112,1.239333787,-5.968441971,-1.338355358,4.603795741,-0.153587171,6.604286299,3.508018726,-1.095547909,-6.599986394,-4.428745587,-8.898344247,-3.834795328,-0.360990486,-4.888094035,2.850542646,-0.073310345,-2.956519576,1.18576664,3.766157811,-6.459937612,-9.507376874,-0.912984584,3.828443484,-5.474208853,-0.72733133,5.298820082,-5.069285733,-2.311609115,1.514417733,-8.290236403,1.659567086,-0.441128722,-2.399787749,3.094651375,-5.129942273,2.800643618,3.425501369,0.732026626,-0.613463276,-7.29648795,4.999510783,-0.042522173,0.959900651,-2.920559097,-1.3370158,6.64765131,-1.773559315,-9.534921738,0.665095242
Random_progesterone_124_0060,-3.215610685,2.091962121,5.373371543,3.039709497,4.719882324,2.187869904,5.023837229,-12.78954537,-2.737686704,-0.120450937,-3.374485363,-1.033298545,-0.385563806,6.807751258,-1.221623361,2.990672156,6.398078303,-4.26626591,0.484460287,0.852893674,-4.76481766,6.848240739,-1.898533175,-0.030219691,2.218891407,0.976787931,0.390837386,-3.538929938,-0.779508689,-0.788225321,-3.709280619,-3.005013853,-4.076495914,-3.10056805,3.161442705,1.713724471,-4.240944069,-3.216913243,6.941432525,0.19025183,3.243073735,1.5556721,-0.934272204,-3.375224012,0.061492812,0.97634483,4.934167843,3.371148102,-1.839280454,-0.562644472,3.30065358,-1.128329075,-0.682520708,-4.287979223,-3.634763329,-7.44095892,-2.223351644,1.211312946,5.000927364,0.808120959,-2.994954991,5.737674271,-2.510527262,3.656473021,1.159992524,3.62039937,1.696968688,-5.891619469,-0.958491237,4.352125187,-0.123342532,6.687081781,3.278608992,-0.956349589,-7.012855269,-4.403252808,-8.986562936,-3.918483062,-0.332633099,-5.377744258,2.590802703,0.206435829,-2.836847734,0.708085986,3.750502322,-6.527108687,-9.200412073,-0.600294224,3.493822071,-5.697572051,-1.074578034,5.230732793,-5.087481363,-2.331072267,1.290759145,-8.690010933,1.588387966,-0.34410774,-2.372193854,3.54522225,-4.827153816,3.083321016,2.849739988,0.878404975,-0.645607403,-7.668721177,4.648160084,0.464490304,0.823600872,-2.633058177,-1.749655594,6.20927061,-1.912626479,-9.288935253,0.994801815
Random_progesterone_124_0061,-3.17526491,1.988593008,5.222619098,2.970907752,4.482201111,2.34075501,5.232781032,-13.06855284,-2.612199278,-0.239784655,-3.510923637,-1.109856917,-0.462795678,6.550834564,-1.278236965,2.661584275,6.100677177,-4.444641042,0.337240046,0.642691372,-4.575065978,6.471248325,-1.965737965,-0.222672772,2.383754207,1.034442921,0.072104749,-3.553068803,-0.702582656,-0.830443153,-3.641333387,-3.109266782,-4.234743262,-3.068593203,3.236653164,1.54423482,-4.026067891,-3.12512984,6.617007415,0.008139479,3.137866766,1.397736977,-1.243016884,-3.265179313,0.007351323,0.98407474,4.805648922,3.242495604,-1.829037559,-0.547313771,3.216228076,-1.095940418,-0.634847126,-4.594541304,-3.51314577,-7.004035471,-2.32678892,1.190138765,4.889339618,1.058720718,-3.009123812,5.607506969,-2.479614983,3.527339123,0.925833151,3.286826851,1.641510191,-5.714411449,-0.908711086,4.071097475,-0.376092403,6.41212908,3.318227303,-0.939245584,-6.685815634,-4.437047388,-8.686188287,-3.977885459,-0.397535521,-5.147261261,2.348272149,0.389688693,-2.627466597,0.548309791,3.419877802,-6.290158913,-9.135951383,-0.737621939,3.361013619,-5.668849854,-1.104277771,5.072081713,-5.061382847,-2.47030551,1.027732785,-8.19733992,1.504001872,-0.262151702,-2.454376054,3.474873992,-4.702564851,2.861338085,2.803473912,0.981368926,-0.851994269,-7.469984825,4.706651311,0.540190165,0.707180933,-2.809348642,-1.802457853,6.152620062,-1.777319125,-9.343864768,0.997089067
Random_progesterone_124_0062,-3.042621741,2.241901317,5.917119134,3.308531257,5.199114854,1.771062523,5.068717361,-13.06013838,-3.143593885,-0.715507757,-4.043183446,-1.500503878,-0.859128925,6.986182671,-1.669281457,3.186079298,6.391578645,-4.767313145,-0.078424075,1.113468879,-3.855764338,7.04998859,-2.214353645,0.389530654,2.520353568,0.8883393,0.569815686,-4.050580043,-0.365137348,-1.289080338,-4.112917937,-3.543496866,-4.166038692,-2.897235903,3.091654618,1.396219537,-4.214964923,-3.093787344,7.198607681,-0.145636598,3.378321742,1.148484234,-1.330444713,-3.613975533,0.371182919,1.019340162,5.24265715,3.350609009,-2.101523109,-0.432227391,3.74481563,-1.896859155,-1.113485573,-4.511900624,-3.609862404,-7.137269478,-1.98970912,1.159917627,5.197398485,1.111254031,-3.41706267,5.936854807,-3.290973551,3.746743753,0.801225444,3.330953644,1.222901636,-5.991745997,-1.167855201,4.673962672,-0.040780566,6.695394923,3.174609683,-1.391740895,-6.883668335,-4.69453693,-9.101104371,-3.976630516,-0.65787404,-5.066410976,2.508064282,-0.02191657,-3.290081072,0.927312429,3.719003023,-6.993369076,-9.246643016,-1.105951147,3.580233847,-5.296959354,-1.049672805,5.498453718,-4.788554856,-1.955082839,1.597832849,-8.299472756,1.821124168,-0.671761478,-2.254971116,3.488097148,-5.339205351,3.032996081,2.959340535,0.414698133,-0.807427319,-7.466682952,4.77105057,0.058623972,1.0893552,-2.683631111,-1.449865019,6.352527264,-2.096714327,-9.945526291,0.73523348
Random_progesterone_124_0063,-3.265210184,2.421264926,5.700098525,3.243385033,4.876166639,2.21712278,5.371636406,-12.84875406,-2.690091477,-0.156972464,-3.632086809,-1.150159358,-0.408869194,7.059947938,-1.446911394,3.03576374,6.404958394,-4.544073584,0.358830115,0.867479992,-4.275735339,6.996267257,-1.88076368,0.060493703,2.311065832,1.109086664,0.231577856,-3.575026542,-0.65968396,-0.967271529,-3.588283054,-3.090649931,-4.039275216,-2.801306136,3.259744746,1.51927525,-4.111773364,-3.208230821,6.869844708,0.390053575,3.593307292,1.42321077,-1.172094768,-3.408919278,0.21178016,1.068713268,5.181646391,3.568810239,-1.737791786,-0.519800888,3.478253969,-1.332122807,-0.605646441,-4.486925326,-3.786036306,-7.100788064,-2.138058687,1.332517064,5.385709149,1.388407987,-3.20687834,5.99703053,-2.660654345,3.836728572,1.1129735,3.656032953,1.536575983,-5.641132099,-1.006180021,4.466634843,-0.037472787,6.629740539,3.304945343,-1.008092586,-6.520264866,-4.461544713,-8.741901778,-3.849671553,-0.397155599,-5.205044823,2.560588987,0.206907538,-2.984220808,0.830428209,3.684626085,-6.525359768,-9.02208328,-0.793970662,3.712845573,-5.422522941,-1.027572428,5.256891078,-4.820999689,-2.315387366,1.395089439,-8.497471337,1.600332014,-0.286549831,-2.198948049,3.527032123,-4.871448585,2.9203042,3.074736683,1.101265764,-0.694738315,-7.543421211,4.801641382,0.404304763,0.978722865,-2.733976651,-1.48083624,6.407151739,-1.906751215,-9.474972304,0.912870315
Random_progesterone_124_0064,-2.894251182,2.000363433,5.609496082,3.077442613,4.908846263,2.106178052,5.200567928,-12.64287578,-2.966036721,-0.306182099,-3.575393732,-1.328137246,-0.325797851,6.813822224,-1.298029923,3.354297299,6.176489486,-5.121571555,0.26995056,0.892184933,-4.367174784,6.9335708,-1.815130457,0.204011541,2.494239081,1.095375983,0.705610439,-3.641370148,-0.655610443,-0.828730548,-3.952831025,-3.197687831,-4.168102353,-3.260083594,3.121954147,1.69241705,-4.187730779,-3.062222739,6.977995103,-0.028578781,3.250057906,1.591085306,-1.443439169,-3.702404818,0.330406063,1.110200234,5.036815114,3.161810684,-1.921708258,-0.45651393,3.695736842,-1.245236735,-0.758231471,-4.113983423,-3.61705421,-7.124488852,-1.691625293,1.188548699,4.960957018,1.117994038,-3.318485152,5.894336748,-2.853834956,3.641972404,1.124881931,3.272680725,1.61362988,-6.063029625,-1.038800673,4.443168849,-0.078787929,6.465676663,3.039932193,-1.165016571,-6.665608809,-4.60557337,-9.158704428,-4.079185882,-0.35240521,-5.141571262,2.373328604,0.538437273,-2.844959764,0.923407301,3.782654987,-6.666894206,-9.066584288,-0.848266198,3.637333087,-5.926193671,-1.004695142,5.562017938,-5.082003966,-2.124351483,1.665944929,-8.581289555,1.809276776,-0.462613932,-2.093361001,3.6248413,-4.935328111,3.015640331,2.746018583,0.797661774,-0.981186742,-7.540020771,4.64440446,0.357686776,0.671644207,-2.880273385,-1.670485025,6.188405066,-2.251848648,-9.571064594,1.023218504
Random_progesterone_124_0065,-3.093177426,2.260592312,5.46199332,3.149470546,4.920346978,1.963137115,4.940673678,-12.59756082,-2.855504913,-0.235088198,-3.593782253,-1.041620081,-0.531698411,6.996897873,-1.417509874,2.878593943,6.188717342,-4.773892612,0.384730532,0.942527268,-4.386616011,6.670393351,-1.94454619,-0.175036422,1.999806353,1.010384168,0.499925198,-3.698893588,-0.518033595,-0.969756223,-3.870065398,-2.84788643,-3.778256564,-2.876318649,3.144165691,1.541670284,-4.278225963,-3.130516408,6.710822097,-0.009267454,3.337884092,1.347157641,-1.133157255,-3.653435854,0.262034315,1.089372821,5.039115908,3.126752343,-1.801115444,-0.710173298,3.27490612,-1.401442449,-0.557081383,-4.351052231,-3.286650282,-7.062794319,-2.002486591,1.190059806,4.840961992,1.237106171,-3.304524733,5.932638826,-2.816943662,3.712908842,1.131211401,3.407246505,1.711657095,-5.593470618,-1.151450062,4.350174846,0.080554059,6.514678227,3.054376591,-1.052713817,-6.385236765,-4.352173713,-8.722333667,-4.110581363,-0.512274278,-5.138259428,2.475208709,0.211890979,-3.112790326,0.815770813,3.657932842,-6.755953793,-9.150180915,-0.714737559,3.322087351,-5.750641992,-1.163131256,5.042087305,-5.007014841,-1.925075238,1.417794644,-8.322298016,1.807127076,-0.365502917,-2.155983015,3.473395273,-4.934118511,3.021863181,2.718683403,0.776354469,-0.700157206,-7.714679975,4.348656159,0.217865348,0.543785253,-2.7287926,-1.617028503,6.202236642,-2.034780591,-9.508590894,0.750779744
Random_progesterone_124_0066,-3.254421117,2.229268561,5.569402105,3.045427043,4.855342367,2.00103383,5.338301188,-12.99405732,-3.098758063,-0.163650441,-3.860103064,-1.085120586,-0.606920041,6.928175364,-1.451665172,3.038382274,6.16916088,-4.712099075,0.274064745,0.8176732,-4.213251615,6.792567088,-1.905010226,-0.02272312,2.176636479,1.112475487,0.334202228,-3.867661836,-0.715909279,-1.070298152,-3.89406697,-3.112865977,-4.185429598,-3.0857797,3.160685006,1.716927625,-4.22951248,-3.125228192,6.889063882,-0.03457031,3.277252029,1.330641522,-1.581979818,-3.776495564,0.08222503,0.913082132,5.09870671,3.238529397,-1.979253389,-0.661430281,3.540578226,-1.369039258,-0.699170213,-4.485390536,-3.419997311,-7.063971088,-2.215034248,1.215374789,5.157623347,1.242469073,-3.194716762,5.875323093,-2.971287658,3.71280051,1.127594169,3.443711567,1.634522423,-5.775351074,-1.090175533,4.234731656,-0.049171202,6.521630671,3.178373101,-1.193473163,-6.707950812,-4.558626033,-9.103729238,-4.040502693,-0.365409373,-5.096057818,2.486449972,0.251476396,-3.04024741,0.667916151,3.712583247,-6.66951348,-9.144959379,-0.803204977,3.431365384,-5.881027099,-1.131836258,5.269819467,-4.916351258,-2.241461048,1.307288667,-8.413124076,1.817755442,-0.381023645,-2.199374205,3.58210305,-5.147203186,3.057555317,2.934697721,0.600019907,-0.87697295,-7.777687225,4.708279124,0.221167587,0.896907903,-2.635612038,-1.592701185,6.247610266,-2.022991395,-9.849456432,0.968509978
Random_progesterone_124_0067,-2.759672769,2.197882818,5.567401312,3.349021061,5.114157315,2.039088183,4.949386948,-12.83105464,-2.59169664,-0.267231282,-3.64779857,-1.064306323,-0.440082004,6.844129264,-1.244148997,2.866051666,6.323200845,-4.547125672,0.269683238,0.708243297,-4.31114322,6.929190418,-1.995607058,-0.122621548,2.543375758,0.924717246,0.084720289,-3.654825089,-0.634689259,-0.94109583,-3.802522103,-3.141621399,-4.417992571,-3.014575211,3.141188331,1.607092256,-4.119524056,-3.066112984,7.141676628,-0.016174395,3.362381567,1.267556677,-1.041118456,-3.416810361,0.375209981,0.944474949,5.107906946,3.507366705,-1.899288652,-0.365703931,3.710475341,-1.234903695,-0.851741116,-4.243856531,-3.773774304,-7.073191889,-2.170628225,1.208033206,5.202723038,0.977979774,-3.053434698,5.890486474,-2.611602328,3.861704902,0.987220837,3.335625067,1.26392315,-6.071775099,-0.905764702,4.437824963,-0.309519669,6.625018568,3.216835519,-1.192133999,-6.654517124,-4.292467547,-9.133174947,-3.916942796,-0.222051941,-5.040794222,2.544174299,0.108796725,-3.04298317,0.772595364,3.822053309,-6.519530565,-9.247477843,-0.74932168,3.722108684,-5.504391927,-1.027863343,5.152829899,-4.802747661,-2.465403813,1.229267871,-8.464468279,1.471511003,-0.446640205,-2.767863122,3.304304315,-5.202369021,2.86924199,3.158957201,0.748737348,-0.69262102,-7.394121003,4.978813321,0.345005892,0.948209544,-2.763810633,-1.377664406,6.515164382,-1.683173697,-9.674637547,0.770468851
Random_progesterone_124_0068,-3.299160629,2.261316457,5.595937494,3.447531878,4.976981967,1.69117179,4.784284604,-12.82307079,-3.212286391,-0.573151255,-3.886068019,-1.410958578,-0.969334553,6.895672108,-1.663833651,3.105872204,6.352576174,-4.574194448,0.051486427,0.936874571,-4.467417144,7.04075307,-2.13288346,0.191295217,2.535165628,0.940242395,0.459175367,-3.889263016,-0.430610022,-1.178803869,-3.81565986,-3.254129556,-4.069924005,-3.201760174,3.165996228,1.42062106,-4.340766056,-3.166740844,7.038656824,-0.147077975,3.566813338,1.137432225,-1.13451868,-3.788987311,0.537364592,1.151682332,5.135820693,3.401493659,-2.05878793,-0.444914359,3.597322966,-1.526912156,-0.874689896,-4.596237248,-3.913997886,-7.179733028,-2.097551202,1.257887379,5.053570277,0.555588598,-3.101908236,6.012693799,-2.688103725,4.080753623,0.812279735,3.443084292,1.268342109,-5.893417391,-1.014203923,4.807151432,-0.323325796,6.618977254,3.542282854,-0.733445667,-6.641181786,-4.808836759,-8.348466093,-3.86395332,-0.715971243,-5.199653622,2.676721095,-0.016593575,-3.012601382,1.157491404,3.753336381,-6.835450598,-9.132099873,-1.1010772,3.789792638,-5.727086116,-1.006708764,5.270502366,-4.834383595,-1.787855815,1.517182729,-8.290600518,1.73552436,-0.701959886,-2.223864201,3.523149273,-5.189201372,3.031720214,2.888880608,0.534784834,-0.896541491,-7.569171294,4.873426393,0.129489353,0.720303822,-2.735384064,-1.492915051,6.408256893,-2.20445193,-9.375038775,0.584577131
Random_progesterone_124_0069,-3.559233507,2.095813617,5.349434655,3.028067464,4.610416171,2.035225925,4.979197414,-12.61550541,-2.884813314,-0.247499196,-3.839764688,-1.226681655,-0.682781899,6.749126274,-1.512070274,2.944575884,6.167994369,-4.367173384,0.076730717,0.76529027,-4.455803135,6.620070118,-2.138090021,-0.149741698,2.330421442,0.873556706,0.333614054,-3.826462405,-0.876515834,-1.198146971,-3.785677629,-3.168841462,-3.996299804,-3.069713207,3.219709943,1.538288475,-4.071550371,-3.050557392,6.733716559,-0.055785208,3.315327721,1.221384861,-1.495005641,-3.799165305,0.26920005,1.204490493,4.868123473,3.244730612,-1.820502101,-0.396312182,3.453708475,-1.461800438,-0.913268431,-4.291886707,-3.765748366,-7.044703775,-1.964699612,1.288098495,4.979319676,1.014270026,-3.037631594,5.645906938,-2.672295778,3.550777044,1.033043172,3.388685051,1.700913971,-5.634126025,-1.425450238,4.271988242,-0.287984102,6.41517157,3.183824262,-0.806987664,-6.576178586,-4.481473428,-8.627231318,-3.753207199,-0.573209159,-5.114994532,2.390621999,0.345370566,-2.728964611,0.898868307,3.714536298,-6.679414408,-8.987832764,-0.829080692,3.363575036,-5.666003998,-0.97122339,5.136500587,-4.714318451,-2.080434903,1.245153664,-8.374754874,1.537397732,-0.454724961,-2.039214047,3.480707806,-4.846570495,2.865456114,2.819133031,0.743078977,-0.749806349,-7.602025573,4.72822144,0.089928819,0.718400683,-2.752535123,-1.569362324,6.110891511,-2.343280039,-9.446948169,1.018294306
Random_progesterone_124_0070,-3.05980354,1.961754544,5.656076541,3.265827727,4.595456977,2.035697467,4.876482464,-12.78379951,-2.85243057,-0.266334584,-3.652413208,-1.271540775,-0.66246166,6.765375586,-1.349138484,2.969123503,6.501948818,-4.693346674,0.240990627,0.715450671,-4.186256517,6.748312685,-1.892558687,-0.293741767,2.4420837,1.139685514,0.289415904,-3.564230163,-0.641185226,-0.982121502,-3.845666148,-3.263861393,-4.30884043,-3.368553015,3.386590173,1.538891546,-4.141272991,-2.85754124,7.129841515,0.098029379,3.104730716,1.485884491,-1.160133725,-3.381262573,-0.017408109,1.084290755,4.875220284,3.493765747,-1.830648487,-0.501671965,3.482893579,-1.559788275,-0.919242858,-4.003111585,-3.654296239,-7.158632625,-2.080411621,1.443802224,4.909103568,0.956339968,-3.134237326,5.715325018,-2.74358699,3.577527091,0.989445076,3.645386111,1.220609485,-5.614330506,-1.090946532,4.389521595,-0.280072368,6.688791891,2.969590354,-1.048849358,-6.693356517,-4.378068357,-8.700115562,-4.013508222,-0.332117368,-5.106394547,2.496752611,0.305586908,-2.901843081,0.922972137,3.741610355,-6.726576599,-9.31275932,-0.547652549,3.459923763,-5.447680561,-0.981315511,5.173743378,-5.090144209,-1.834416174,1.406142113,-8.354981786,1.303971553,-0.358694043,-2.429219634,3.745108348,-4.912365432,3.409129622,2.819128426,0.844945512,-0.663776662,-7.672498561,4.693734325,0.360208269,0.72651253,-2.602406498,-1.73085066,6.443801867,-2.178232994,-9.390921867,1.116955443
Random_progesterone_124_0071,-2.905595197,2.052502069,5.417931673,3.217100493,4.809964508,2.025780696,4.768802229,-12.78678599,-2.911606779,-0.015204966,-3.32605649,-0.92982265,-0.364483762,6.689577899,-1.080334017,2.955059003,6.232769307,-4.584361264,0.564553704,0.786918124,-4.730681855,6.866796647,-1.793341606,-0.106786059,2.17168007,1.063338823,0.468673148,-3.480187234,-0.687464789,-0.714569462,-3.943064067,-2.890419832,-4.12363415,-3.20727484,2.930627957,1.593686718,-4.484163372,-3.219239834,6.865768088,0.117063932,3.262412016,1.601186247,-0.912670249,-3.443433878,0.061040193,0.666744784,5.001544101,3.179592066,-2.012561212,-0.666272467,3.367327539,-0.928508947,-0.5918706,-4.146346517,-3.580739467,-7.306524188,-2.170122697,1.170711385,4.837457121,0.808693503,-3.253599015,5.501677744,-2.709005874,3.677954493,1.012270963,3.326754556,1.459892469,-5.55486951,-0.874784041,4.300802808,-0.190395153,6.54008111,3.28532402,-1.056377678,-6.977676185,-4.406595473,-8.818095611,-4.009367195,-0.34255512,-5.350048054,2.511235849,0.317725233,-2.936470865,0.826404303,3.74413159,-6.525794246,-9.058451248,-0.583417879,3.220480592,-5.999051053,-1.122315452,5.057503422,-5.258498322,-2.450584545,1.2527027,-8.361764215,1.688356179,-0.347991906,-2.309598433,3.27825739,-4.905385871,2.888576631,2.91690969,0.822690686,-0.797677507,-7.553926614,4.597514071,0.499926768,0.856644801,-2.613504822,-1.937948366,6.15161153,-2.005588287,-9.451067387,0.94995137
