"GSM1402321","GSM1402322","GSM1402323","GSM1402324","GSM1402325","GSM1402326","GSM1402327","GSM1402328","GSM1402329","GSM1402330","GSM1402331","GSM1402332","GSM1402333","GSM1402334","GSM1402335","GSM1402336","GSM1402337","GSM1402338","GSM1402339","GSM1402340","GSM1402341","GSM1402342","GSM1402343","GSM1402344","GSM1402345","GSM1402346","GSM1402347","GSM1402348","GSM1402349","GSM1402350","GSM1402351","GSM1402352","GSM1402353","GSM1402354","GSM1402355","GSM1402356","GSM1402357","GSM1402358","GSM1402359","GSM1402360","GSM1402361","GSM1402362","GSM1402363","GSM1402364","GSM1402365","GSM1402366","GSM1402367","GSM1402368","GSM1402369","GSM1402370","GSM1402371","GSM1402372","GSM1402373","GSM1402374","GSM1402375","GSM1402376","GSM1402377","GSM1402378","GSM1402379","GSM1402380","GSM1402381","GSM1402382","GSM1402383","GSM1402384","GSM1402385","GSM1402386","GSM1402387","GSM1402388","GSM1402389","GSM1402390","GSM1402391","GSM1402392","GSM1402393","GSM1402394","GSM1402395","GSM1402396","GSM1402397","GSM1402398","GSM1402399","GSM1402400","GSM1402401","GSM1402402","GSM1402403","GSM1402404","GSM1402405","GSM1402406","GSM1402407","GSM1402408","GSM1402409","GSM1402410","GSM1402411","GSM1402412","GSM1402413","GSM1402414","GSM1402415","GSM1402416","GSM1402417","GSM1402418","GSM1402419","GSM1402420","GSM1402421","GSM1402422","GSM1402423","GSM1402424","GSM1402425","GSM1402426","GSM1402427","GSM1402428","GSM1402429","GSM1402430","GSM1402431","GSM1402432","GSM1402433","GSM1402434","GSM1402435"
-2.73569905875427,1.63423895977316,5.0595310936832,2.95107406714321,4.40470120794411,2.06022730732272,5.70798343463657,-12.5353926750982,-2.10441672614146,-0.406885578157882,-3.741132894528,-1.40425112379618,-0.58719746184052,6.3307320511961,-1.57640994380966,2.98117945845777,6.53211792157694,-4.01645192825849,-0.104093016511916,0.808533109015948,-4.08179355359345,6.53302209109587,-1.99881658587674,0.188155455893138,2.07812113441168,1.41098247322063,0.601829263341965,-4.16758715202773,-0.855176976914561,-1.00954666921818,-3.69383363696189,-3.08452926075787,-3.70025576049191,-2.66757776046893,2.91872587727165,1.24288775153891,-4.12978970086473,-2.73511490556231,6.74483568015429,-0.0298284564831955,2.98816313743358,1.29005628228496,-1.07250156953104,-3.41422064312289,-0.19621769004203,1.32072655130226,4.44536154071836,3.35603262555947,-1.62224719030476,-0.417296963799958,3.04096008099096,-1.35658025484462,-0.469485697215541,-4.3218356596728,-3.27755313168708,-6.65074690533948,-1.59862556727478,1.05342943194985,4.85340639471705,1.55681619137798,-3.03741988118973,5.58677598950197,-3.0201492408642,3.07621860183915,1.19009128727254,3.32805930035116,1.94677884285167,-5.39338093343355,-1.50599377661107,3.95302136769803,-0.432691805961184,6.24828875402734,2.19318170486246,-0.374337644943687,-6.62921538319055,-4.3504854819567,-8.68607616150004,-3.7663099131135,0.168278509123907,-5.04467415197915,2.12529902562095,-0.210444672694237,-3.35939720011525,1.06139796867755,3.40192217836243,-6.67228331145554,-8.74385350055992,-0.632422155572246,3.42389906692023,-4.90623047251999,-1.4289471042071,5.32416589959827,-5.13103122967669,-1.99301737031244,1.15302740210343,-7.98347680682467,1.22676429245828,-0.225641704355293,-2.12823531889126,3.09884516102598,-4.7020097122906,2.70747417822203,2.507497162337,0.707906989267775,-0.030925577367202,-6.95558354262267,4.59292147993837,0.0690312737639784,0.174785233938222,-2.47493494308676,-2.16939245850232,6.07117869092505,-1.62327216583137,-9.25397167313185,0.902220444715655
