"Run","GSM1402321","GSM1402322","GSM1402323","GSM1402324","GSM1402325","GSM1402326","GSM1402327","GSM1402328","GSM1402329","GSM1402330","GSM1402331","GSM1402332","GSM1402333","GSM1402334","GSM1402335","GSM1402336","GSM1402337","GSM1402338","GSM1402339","GSM1402340","GSM1402341","GSM1402342","GSM1402343","GSM1402344","GSM1402345","GSM1402346","GSM1402347","GSM1402348","GSM1402349","GSM1402350","GSM1402351","GSM1402352","GSM1402353","GSM1402354","GSM1402355","GSM1402356","GSM1402357","GSM1402358","GSM1402359","GSM1402360","GSM1402361","GSM1402362","GSM1402363","GSM1402364","GSM1402365","GSM1402366","GSM1402367","GSM1402368","GSM1402369","GSM1402370","GSM1402371","GSM1402372","GSM1402373","GSM1402374","GSM1402375","GSM1402376","GSM1402377","GSM1402378","GSM1402379","GSM1402380","GSM1402381","GSM1402382","GSM1402383","GSM1402384","GSM1402385","GSM1402386","GSM1402387","GSM1402388","GSM1402389","GSM1402390","GSM1402391","GSM1402392","GSM1402393","GSM1402394","GSM1402395","GSM1402396","GSM1402397","GSM1402398","GSM1402399","GSM1402400","GSM1402401","GSM1402402","GSM1402403","GSM1402404","GSM1402405","GSM1402406","GSM1402407","GSM1402408","GSM1402409","GSM1402410","GSM1402411","GSM1402412","GSM1402413","GSM1402414","GSM1402415","GSM1402416","GSM1402417","GSM1402418","GSM1402419","GSM1402420","GSM1402421","GSM1402422","GSM1402423","GSM1402424","GSM1402425","GSM1402426","GSM1402427","GSM1402428","GSM1402429","GSM1402430","GSM1402431","GSM1402432","GSM1402433","GSM1402434","GSM1402435"
"Random_RUNX3_20_0001","-3.05251016707255","2.07212832539357","5.43288735189627","3.07042484140857","4.93069762315054","1.95298128549352","5.04107338273425","-12.8320311670179","-2.76598150908882","-0.334813553073332","-3.6955358777928","-1.19230346981196","-0.536740938468982","6.76497291584962","-1.45582117199758","3.02269603476959","6.1804773050773","-4.71635383684956","0.179637291026513","0.898445169244348","-4.20043452574644","6.72571199842545","-2.10317417587161","0.083629282887961","2.26014818170406","1.16465258094692","0.362210923727857","-3.75862031249956","-0.56306517358116","-0.954321165024409","-3.9164023559401","-3.09727884157512","-3.91721686764941","-2.92609516467169","2.9604166570408","1.7446386073704","-4.28645681354854","-3.04985780665178","6.86901725931286","0.00151503901589797","3.19936007209343","1.30857399297367","-1.22820525067144","-3.49062152470089","0.0662976812717157","0.928664016620671","5.13620588454154","3.36648472066718","-1.86164398708939","-0.610570479761449","3.48322147758332","-1.3251488253594","-0.727015358746317","-4.38194431716993","-3.495314539592","-7.00930991881798","-1.98496184516916","0.964288962026556","4.95644556865611","1.16731813228183","-3.27534512096781","5.79838492741201","-2.89898305073589","3.72642513941322","1.03915786313758","3.18388251327547","1.54443769797249","-5.53691300311533","-0.904894481484028","4.4090544859729","-0.0676275365994735","6.52851988631397","3.25084512066761","-1.08320220837437","-6.95042537004212","-4.4481203379137","-8.85507790136764","-3.88988457297499","-0.403191284948928","-5.23652656502619","2.2880894982945","0.132210704824662","-3.09277739476791","0.884227735315224","3.54208867552121","-6.6345072076715","-9.06052828217049","-0.782259913523213","3.49090240457507","-5.64600627607151","-1.1343528559963","5.3523802716185","-4.94509980575983","-2.23793528322451","1.46295703548086","-8.28554547217094","1.74394908386243","-0.507143546881444","-2.12792822794852","3.26405032315332","-5.03146097103992","2.72998564007063","2.72404824237233","0.632723954939756","-0.697282561999491","-7.57610133678302","4.61661908214767","0.196226244390217","0.910538539685403","-2.57760738673786","-1.72636023748023","6.18334285539815","-2.00544891276344","-9.55125919978755","0.701078972002944"
"Random_RUNX3_20_0002","-3.03070836237974","2.23141097726019","5.75394292014648","3.26406463541647","4.98071916298515","2.05315489732542","5.26284985328066","-12.9335839790833","-2.9282182684069","-0.465852048945134","-3.78982847137017","-1.23979374681952","-0.770812962492141","6.8706439881887","-1.50825462152068","3.12552947171322","6.34523423054054","-4.74843005701077","0.241791412546404","0.914198937808425","-4.15564806951641","6.85676442880452","-2.14122234487164","0.0974457103911174","2.44353469043581","1.14187444648518","0.333048257720067","-3.82548169698238","-0.566936219060806","-1.07449648540216","-3.93367595043887","-3.22300327182795","-4.2236614736084","-2.99399283290823","3.14117458225763","1.61893165027574","-4.22958413229472","-3.0104152997575","6.97995642851429","0.0655040783319458","3.59169801658664","1.33939786759916","-1.40540595926918","-3.61860040507878","0.256435167749052","0.969411748239044","5.18226497212496","3.33722724497266","-1.88680717710384","-0.55157517500227","3.56062415415787","-1.38226311080591","-0.816500962100095","-4.50559263868252","-3.61476897264643","-7.20509568964804","-2.21530931841522","1.08999928795748","5.19017818569862","1.21115481812906","-3.27012276408875","5.97599150682527","-2.88858214306089","3.85509840443647","1.01768665487118","3.34781851329627","1.53361419780375","-6.00699342395692","-1.10802086981662","4.4544761457643","-0.171637077921171","6.55479232067843","3.3162599380451","-1.08275693383026","-6.80105929239809","-4.47927562019075","-8.8183376089883","-3.97653774255101","-0.457574694259777","-5.08323687518754","2.50310867324776","0.0988052121453142","-3.02635144835432","0.973641036077657","3.74349961179574","-6.74034241059656","-9.22052823819112","-0.852168932128464","3.54774859620826","-5.57278146309654","-1.00547494311079","5.40272040053886","-4.85734723390264","-2.18503424247269","1.38496906216005","-8.47048901385454","1.68873309699424","-0.3893050926131","-2.41746949864136","3.46884509456587","-5.14641526542075","2.95330399632408","2.95812605196737","0.70456978855448","-0.792816857909068","-7.51192185386354","4.72985581586765","0.252759645709836","0.82496561309428","-2.80464838948125","-1.54951950425787","6.35910695460506","-1.94931606868639","-9.6850349129459","0.750556978452713"
"Random_RUNX3_20_0003","-3.17552765050204","2.221178538696","5.5759648774059","3.07439835067215","4.75017446841998","2.1783181832601","5.0136555928024","-13.1214480489665","-2.81924834197507","-0.244775020116049","-3.72460577861599","-1.20032199077771","-0.575030565662971","6.87409618140524","-1.37885322703287","2.97226922639922","6.44866371560455","-4.58110716996517","0.18305409341223","0.803548230338315","-4.30493156275103","6.78933078867202","-1.96398276266663","-0.13650968796571","2.35368165146819","1.17651285767749","0.188500668539069","-3.74863332266632","-0.650361702533561","-0.975765505346689","-3.76360518552552","-3.17715913310719","-3.92907525418538","-3.04639298998727","3.14474656737368","1.62134632168045","-4.26151174857198","-3.0573020954882","6.99437106831103","0.150291848692503","3.24112453121767","1.38929683636856","-1.1589102231339","-3.46669608856694","0.035555661436241","1.18170901699719","5.10709360967483","3.34898541075961","-1.88735016064193","-0.535694053867921","3.35920504427003","-1.4216454728025","-0.746393852232153","-4.5530783523698","-3.61262525407499","-7.18777108252973","-2.21390396227094","1.18247478533634","5.08788088721194","1.11165882982923","-3.15344960324028","5.82819690517504","-2.83707142676521","3.71979647347485","1.10961379586749","3.39784836231342","1.41389520203208","-5.61534924677463","-1.09704065382552","4.41844507318101","-0.20269692597811","6.65551598710328","3.24467955193874","-1.16517318624868","-6.83612139710914","-4.60466246764564","-9.03531863655892","-4.02483672973474","-0.339436793597965","-5.21950985893887","2.38408911883065","0.33122748108351","-3.03816282677493","0.830793404997852","3.59415370918461","-6.73151340757973","-9.23175442931218","-0.795781328951093","3.53013309310461","-5.49859889465846","-1.13573519224995","5.29983002059106","-4.95249207235472","-2.27523224681394","1.32117316815046","-8.34373695784997","1.56405210210966","-0.263145469099179","-2.28190117093448","3.47600791284783","-4.96749907370375","2.91237885874581","2.83149627777343","0.874641530343277","-0.622791114071741","-7.52381132446543","4.72383753494427","0.358619094661047","0.786441272689752","-2.67304974006297","-1.67238831885049","6.31251189823355","-2.0550687117431","-9.64916465042774","0.922986552835034"
"Random_RUNX3_20_0004","-3.11645244524973","2.18646363566296","5.54164833586199","3.31239556600193","4.81954681526583","2.02712539473812","5.21859652747947","-12.920163118863","-2.80880664402205","-0.428579278684687","-3.77639431630982","-1.27471174522339","-0.65531081659085","7.05410585371749","-1.52556461319193","3.26202633602521","6.26664427454695","-4.7803233785596","0.255493666264988","0.97489421643609","-4.32089751772062","6.98512799930986","-2.11996350053206","0.120636088556467","2.43858716610328","1.10547568092572","0.418121676084093","-3.83473550391434","-0.606666102785941","-1.13111364208118","-3.97071231666159","-3.23502253941498","-4.20901368848806","-2.9880873786968","2.97203054824531","1.75977371326938","-4.28238543184755","-3.32918937300097","7.04501253288499","0.0579969081246903","3.45598825187041","1.30237267154013","-1.36664778642905","-3.60459231627458","0.232875002688903","1.01927094017838","5.20484466009962","3.40048159328292","-1.85057341969241","-0.565162288745782","3.59166860961283","-1.38446138627808","-0.810407561066776","-4.21784769344901","-3.61545657486881","-7.13814855840441","-2.0540241333822","0.979674046705429","5.20523259286316","1.29114881148855","-3.18684500386847","5.9121667664684","-2.90738617811939","3.77693957649498","1.07349706376183","3.30788466882874","1.51902804919566","-5.75256041738637","-1.08585843189729","4.58084035543475","-0.127308203424945","6.64322621057456","3.24141972891431","-1.01406823138374","-6.83378188847359","-4.41876493786984","-8.79539290126634","-4.10838664890731","-0.46883404106028","-4.98962216374547","2.55563016198937","0.156129957329889","-3.02009942726592","0.975446801115969","3.79927272216776","-6.76109439361504","-9.19089054214709","-0.847055751931408","3.55405740966277","-5.51277253244321","-1.0452296146204","5.39833351878153","-4.89736180493132","-2.10673593153371","1.47954253051734","-8.45292432448245","1.72453096870985","-0.556879054452373","-2.30397028104815","3.38868525178203","-5.09757300979323","2.91969883422406","2.97308708964618","0.720615013568328","-0.745332791654985","-7.56422139167766","4.73378406482281","0.241798210556723","0.755913020726039","-2.73228580772704","-1.57103142523533","6.24192241121099","-1.9629381688657","-9.6069105988328","0.794653923320551"
"Random_RUNX3_20_0005","-3.1064607466835","2.22120537505226","5.58528198536872","3.21926974630052","4.96119662810586","1.98684386323268","5.13569258460204","-12.8918285279105","-2.82152295063893","-0.388223323458301","-3.77174845096976","-1.23273008330375","-0.615513761250858","7.00179459520928","-1.51639152907326","3.20472171915512","6.43618179470118","-4.91611847837541","0.161931380553585","0.971079941094527","-4.21129946833986","6.92585472618241","-2.08241893976122","0.0676588553186995","2.31045716205732","1.09981889173535","0.382517714936395","-3.86047702971259","-0.537011495995844","-1.09481300623609","-3.97464364845573","-3.11845143812724","-4.0359589157698","-2.84285041085972","3.17241356369302","1.76055207387482","-4.38105717603364","-3.01782327598879","7.05200348823072","0.0795999741902307","3.37300414464504","1.31499234832772","-1.36742992862073","-3.60520350772415","0.193630077916622","1.13653830323322","5.08086150462547","3.33357149139339","-1.89252370699917","-0.630826847581729","3.477973690053","-1.37919354054349","-0.755472412579423","-4.45908304699562","-3.56788256290275","-7.15335609111774","-1.96321494643072","1.14796286014801","5.11811735360474","1.22891440963319","-3.35915869032529","5.93237660570004","-2.99907998582583","3.76122626786771","1.0512176841213","3.42278496506127","1.49549998047354","-5.71744471429506","-1.14627513471453","4.43958714140401","-0.0657719566330937","6.61536970358951","3.17524620092997","-1.10605840571055","-6.81455684593095","-4.44207002597035","-8.95900647619865","-4.16065492655884","-0.431140791023619","-5.0962122735965","2.47439636062654","0.102567761578168","-3.21927241094133","0.859582626878913","3.75145658387224","-6.79307651175306","-9.19584416323468","-0.842984615730379","3.56680781917979","-5.52949720058164","-1.1711772079902","5.41314480318185","-4.94276516292672","-2.17125667441626","1.41407657383472","-8.38662751595159","1.70870274296361","-0.453644879463506","-2.35433211439312","3.47653162750421","-5.07837197398282","2.93399508474921","2.92535686761113","0.739662822265769","-0.637425987080354","-7.52748225370091","4.71425365165728","0.190170505047708","0.691150989800344","-2.72616582364477","-1.65416708657867","6.28221818353907","-2.06169484531432","-9.63962616534552","0.822378048127128"
"Random_RUNX3_20_0006","-2.94961155974318","2.15772775771101","5.6368801928261","3.26458446437893","4.9085994577063","2.11908733269541","5.19986013492453","-12.897755443877","-2.74403054438806","-0.417562056334195","-3.67075945445453","-1.2785846233582","-0.646672548078236","6.88598995027153","-1.4616083348629","3.01910441038013","6.45731208658407","-4.79154471424817","0.219569897001339","0.778773294709286","-4.39296055932251","6.85744785031543","-1.97614108481344","-0.053657850921063","2.3297124235389","1.04541302045313","0.259767261066886","-3.73673706970847","-0.630076135896201","-1.0034038917252","-3.83990771048519","-3.20890255556497","-4.17351741984462","-3.1416662384526","3.29458203126974","1.72615438552596","-4.19444333989122","-2.94172961685981","7.03215555337759","0.169773584186072","3.34082097166936","1.379014024433","-1.26700291948819","-3.67752393833005","0.179715239673227","1.08985646196617","5.11672338199925","3.36972724891253","-1.89992317030781","-0.551129104616805","3.48632118672872","-1.36180017338189","-0.785795044807308","-4.33941328618039","-3.63471514023562","-7.13877179353808","-1.98781484786292","1.34145844088201","5.16916766984746","1.07382431761947","-3.15499451564511","5.85309633648459","-2.75133008340295","3.76043670967305","1.08100480089921","3.50703853855292","1.48724453542373","-5.8811594331109","-0.918062057410134","4.31115400178492","-0.0575318906471631","6.73189043535319","3.24098829768824","-1.11226096688752","-6.77404312431873","-4.48804354863636","-8.97301735039754","-4.0201770146135","-0.35385856438062","-5.14774434042498","2.65646965203823","0.363871430214673","-2.94074127473416","0.843601467197095","3.84555129728283","-6.66827638956432","-9.23522516763106","-0.839458870398302","3.5473715757133","-5.68500012685649","-1.00002692652144","5.24314482579037","-4.87970464193599","-2.13851935102069","1.47879966241862","-8.49618549697453","1.5458518572491","-0.320032007759721","-2.34171242282838","3.56209423017633","-4.9959672852694","3.20575539726326","2.93422378357258","0.802381707177593","-0.723748492083268","-7.6455077777093","4.79095715650346","0.306899047230695","0.745137962159099","-2.79962407050163","-1.67587242191912","6.42819682711844","-2.16569454786579","-9.71580151104626","1.10734030964867"
"Random_RUNX3_20_0007","-3.06758834932282","2.01713346358564","5.50604179557557","3.08315334349192","4.76879262135845","2.25605092353937","5.20214381418376","-12.8631607739909","-2.66521006440001","-0.210335213276862","-3.55448141190369","-1.19422146434067","-0.386206496284795","6.73632142606507","-1.25575558599651","3.17045498210792","6.20117200150442","-4.91938951271957","0.305751520654793","0.859606068283505","-4.33967842803627","6.74889977210064","-1.97279123170579","0.0101324928620449","2.2438188687431","1.23016983584783","0.333675949352126","-3.60723471458024","-0.51482865305669","-0.855075119235956","-3.85111786184107","-3.08229011689476","-4.04785733552317","-3.29984602560225","3.05886237805695","1.80086074287246","-4.33277329315056","-3.15279331490729","6.82634418337163","0.228427690901851","3.29163772890122","1.47653602825327","-1.24049851868044","-3.45384559092821","0.0829383274234711","1.07781978259652","5.11259740284961","3.2045172980969","-1.83798516170684","-0.712510950898953","3.29959605587365","-1.23765708073763","-0.689531114367234","-4.35720520567721","-3.66982155152513","-6.95269716865375","-2.07503570537642","1.08661204843694","4.97663019546103","1.17599556820577","-3.12135806694989","5.74021911733491","-2.78843947849271","3.67411783509515","1.29018087966439","3.24591208180133","1.63458909546298","-5.66880384159745","-1.0126569687672","4.34490305456396","-0.141028580826509","6.38468872564347","3.07895042705807","-0.920377975687905","-6.78432489807551","-4.54530053063729","-8.995411043039","-4.12527090540041","-0.219127532248195","-5.11802921294669","2.37480501069919","0.301756804436572","-2.90664024194812","0.819954463484529","3.48767801031305","-6.53336769634333","-9.03087352062254","-0.758473814480563","3.31186322367967","-5.75926621034212","-1.20868781831027","5.29858258966944","-5.0212343065119","-2.14582734712154","1.3631810043219","-8.45990926507333","1.65635951978583","-0.266190198612984","-2.32665880212048","3.46357406025079","-4.84848948931702","2.82839321608","2.7099976485058","0.982826157159282","-0.644409658366048","-7.51252429113538","4.47050826606047","0.354224047965732","0.512394192241224","-2.6604273145844","-1.75392498923154","6.0306830083589","-1.84309254605483","-9.5262045909231","0.940387792397152"
"Random_RUNX3_20_0008","-2.81367122875521","2.00910525318367","5.49492524737899","2.99308620324425","4.86932549817029","1.99088994366355","5.25273916285141","-12.8068562820453","-2.97100149195011","-0.288032693039015","-3.73895668458767","-1.09936706579022","-0.575462201777378","6.92170008442803","-1.373726128512","3.32249334332079","6.09222879415634","-4.72822119924074","0.327307345404358","1.16886523984282","-4.24115328627381","6.73090888929471","-1.98635136502291","0.21355471585541","2.21538046521525","1.29156146775431","0.476703110982306","-3.79125561134602","-0.426208404895294","-0.96414543575794","-4.02831582774026","-3.00936493893772","-3.83256743524315","-3.0052160677475","2.904369283985","2.03184463254314","-4.39114898236853","-3.2446789517688","6.81598250645479","0.0593074679475753","3.20329861112385","1.46764706023256","-1.31045419428098","-3.60880443911292","0.0941022122407699","0.897297797443379","4.99967053149253","3.06169295218817","-1.93319480702656","-0.816312563555614","3.57773439484905","-1.31657660719316","-0.638465586901414","-4.30349275191408","-3.26762806659437","-7.16401996486472","-1.96334248651752","0.907691008702342","4.99522068656182","1.11570399857086","-3.33879407286339","5.75706482887117","-3.06620344687814","3.59419811689678","1.28942406644935","3.08480820192848","1.84596886763289","-5.80080529615609","-0.95082921737445","4.3697370879945","-0.0141306418955201","6.43509078039747","3.04804456947454","-1.06014152619933","-6.81968762557491","-4.46437511712712","-8.87249061997206","-4.11444971279544","-0.555008163762071","-5.25294908036356","2.2189330707757","0.186356162499814","-3.24108894853375","0.942814459129935","3.62178517368041","-6.76605719042826","-8.94968080421485","-0.648147258349368","3.37114788399224","-5.61775474197107","-1.23859840924021","5.50095468879665","-5.06818640719495","-2.22262331640335","1.55694828567042","-8.50914418723649","1.930030508104","-0.371644257136395","-2.05648149062923","3.3649325857213","-5.12841708262838","2.81528891582711","2.70356954010061","0.794321319250693","-0.852799184575159","-7.62843154794654","4.48833420531295","0.24835009191862","0.619388554808171","-2.51784743733394","-1.75907266345226","6.05308319720399","-2.11713016143943","-9.54972374621067","0.68571813736881"
"Random_RUNX3_20_0009","-3.08988364400253","1.97058241392449","5.54677933643103","3.09643002827704","4.81946456429543","2.09131846848298","5.43851798489813","-13.0206920169827","-2.7910404902217","-0.335333595527831","-3.80453893106466","-1.17361993728404","-0.640160292580002","6.85453429029408","-1.43942154164158","3.0017612928533","6.33804897122396","-4.72917041483334","0.195037385914007","0.833404762317446","-4.29907010560356","6.79319213661943","-2.09141516717343","-0.0838941694612673","2.44536098190965","1.0520979772801","0.460029881218147","-3.81091108525819","-0.543049623251841","-1.02035295580723","-3.93384844455732","-3.19061554942803","-4.25536752349775","-3.21505827142487","3.09788758829603","1.72473563781281","-4.3014631105863","-2.87417878806996","7.03254640049682","0.0958267608171184","3.25744308564841","1.35803870067948","-1.28036435830836","-3.63061340176519","0.239228969901572","1.06156138147424","5.01113662535319","3.26828323469861","-1.77668619611819","-0.725417207216828","3.42081883351221","-1.44617627855912","-0.869151753821717","-4.33494452808576","-3.71519496437458","-7.05341414405463","-1.99472359631177","1.03537922882957","5.1018491933216","1.23063808208986","-3.24172888960459","5.88713750767139","-2.84680891273293","3.56452778426215","1.08569681448636","3.37136812412558","1.56161764959527","-5.88984431334058","-1.07328211205718","4.27239029093302","-0.0503316419503248","6.47910855739781","3.14434168816982","-0.963631202484666","-6.69304488627312","-4.54458454651327","-9.05337900298938","-3.96893146178343","-0.236163486526599","-5.16756591317713","2.31474782678652","0.169323222071544","-3.04798174105665","0.9014035272082","3.627173026854","-6.61874389075618","-9.28299856991742","-0.831149214338986","3.46070537081661","-5.6337507378194","-1.21269700209397","5.36091579788041","-5.00275028197744","-2.18719559750646","1.35609282983294","-8.40722998919109","1.52232879987202","-0.451502627498667","-2.37960368129756","3.40467557575348","-5.07056274389436","2.89846530413611","2.81618552854946","0.809703082198999","-0.713916946581569","-7.59924460555898","4.69674275176189","0.325868909661527","0.707425352078731","-2.70454327292311","-1.57549953315728","6.3242803662067","-1.96180609534136","-9.6756671462673","0.86694226694119"
"Random_RUNX3_20_0010","-2.98935820449892","2.04636313601813","5.57440512460638","3.02723079338902","4.80060731433123","2.00016626183542","5.02873113830974","-12.802358686262","-2.7893036855251","-0.255320585054265","-3.65433673875978","-1.06608910555248","-0.498391362853751","6.83833463215646","-1.25350681357808","3.06887237586866","6.28116067380855","-4.81081977919705","0.371748433498154","0.832315014150724","-4.1047932017624","6.75269924042811","-1.96873633032746","0.13462199228951","2.26882894722794","1.18782932720407","0.327023397509874","-3.68201236598406","-0.5224352263599","-0.920884924774595","-3.86063553003158","-3.06961012951404","-3.95112247996602","-3.02276392188342","3.05902863056933","1.75807339502734","-4.24670170021837","-3.18587375950518","6.88952623676544","-0.0434494249166223","3.16246117623896","1.39640213898879","-1.28517904806562","-3.52908266513049","-0.0462132604567705","0.903633172771221","5.10731190569565","3.15701854977095","-1.9062793071473","-0.69936185475196","3.53260019044567","-1.29231852463479","-0.628495923266747","-4.39157202198275","-3.43103329224837","-6.97728240609648","-2.06954151092923","1.07976938943375","4.98636720194587","1.03127625930926","-3.23861024851261","5.71399616117724","-3.08129863640839","3.67721332038002","1.1804479111273","3.24095470639499","1.53964579372667","-5.70648983535731","-0.930210258239286","4.43330883775579","-0.157850155695054","6.5848292644096","3.05666027159885","-1.31534709859587","-6.90781889011748","-4.39640408931778","-9.13937232888082","-4.05180064454968","-0.393681135309409","-5.10703520234313","2.35204729211417","0.282112537585963","-3.16678593799367","0.691872335737151","3.6666623893539","-6.63933673777474","-8.9826430247282","-0.657264528136072","3.49435036868615","-5.62184206897532","-1.27587598151946","5.33205749198032","-4.87010951166156","-2.28168117906118","1.3478627003482","-8.48918309786082","1.66194750182098","-0.352196928225367","-2.14309183746652","3.43840567592647","-4.92386567034629","2.90822070290897","2.76972580246466","0.682946335191146","-0.781065123406774","-7.42501055687154","4.58209500480455","0.214134794985","0.730863923278751","-2.59944269782606","-1.61900229632359","6.12927397642053","-1.94586048497945","-9.6441310738463","0.787518315113075"
